"tip_label"	"accesion"	"taxid"
"'GU358699, Sphingobacterium kyonggiense, Sphingobacterium kyonggiense, (GU358699), KEMC 2241-005 T'"	"GU358699"	714075
"'GU390657, Leucobacter chromiiresistens, Leucobacter chromiiresistens, (GU390657), JG 31 T'"	"GU390657"	714083
"'GU367156, Phytomonospora endophytica, Phytomonospora endophytica, (GU367156), YIM 65646 T'"	"GU367156"	714109
"'GU367157, Nocardia artemisiae, Nocardia artemisiae, (GU367157), YIM 65623 T'"	"GU367157"	714130
"'GU367158, Nonomuraea endophytica, Nonomuraea endophytica, (GU367158), YIM 65601 T'"	"GU367158"	714136
"'GU367155, Rhodococcus artemisiae, Rhodococcus artemisiae, (GU367155), YIM 65754 T'"	"GU367155"	714159
"'GU367154, Streptomyces endophyticus, Streptomyces endophyticus, (GU367154), YIM 65594 T'"	"GU367154"	714166
"'U80210, Brenneria salicis, Brenneria salicis, (U80210), ATCC 15712 T'"	"U80210"	714314
"'AY029807, Pseudoleptotrichia goodfellowii, Pseudoleptotrichia goodfellowii, (AY029807), LB57 T'"	"AY029807"	714315
"'GU362099, Chitinivorax tropicus, Chitinivorax tropicus, (GU362099), KL-9 T'"	"GU362099"	714531
"'AB543683, Rubritalea halochordaticola, Rubritalea halochordaticola, (AB543683), MN1-1006 T'"	"AB543683"	714537
"'FN665659, Hydrotalea flava, Hydrotalea flava, (FN665659), CCUG 51397 T'"	"FN665659"	714549
"'GU564401, Hoeflea halophila, Hoeflea halophila, (GU564401), JG120-1 T'"	"GU564401"	714899
"'AEIH02000003, Mucilaginibacter paludis, Mucilaginibacter paludis, (AEIH02000003), DSM 18603 T'"	"AEIH02000003"	714943
"'ADUH01000274, Asticcacaulis biprosthecium, Asticcacaulis biprosthecium, (ADUH01000274), C19 T'"	"ADUH01000274"	715226
"'GU166736, Alteromonas naphthalenivorans, Alteromonas naphthalenivorans, (GU166736), SN2 T'"	"GU166736"	715451
"'GU132436, Amycolatopsis acidiphila, Amycolatopsis acidiphila, (GU132436), 2-5 T'"	"GU132436"	715473
"'AB544079, Nocardioides iriomotensis, Nocardioides iriomotensis, (AB544079), IR27-S3 T'"	"AB544079"	715784
"'FN666417, Frondihabitans cladoniiphilus, Frondihabitans cladoniiphilus, (FN666417), CafT13 T'"	"FN666417"	715785
"'CP001928, Waddlia chondrophila, Waddlia chondrophila, (CP001928), WSU 86-1044 T'"	"CP001928"	716544
"'AB545807, Psychrosphaera saromensis, Psychrosphaera saromensis, (AB545807), SA4-48 T'"	"AB545807"	716813
"'AB545808, Rubricoccus marinus, Rubricoccus marinus, (AB545808), SG-29 T'"	"AB545808"	716817
"'GU593061, Ensifer sojae, Ensifer sojae, (GU593061), CCBAU 05684 T'"	"GU593061"	716928
"'M59231, Flexistipes sinusarabici, Flexistipes sinusarabici, (M59231), DSM 4947 T'"	"M59231"	717231
"'AB254031, Thermobacillus composti, Thermobacillus composti, (AB254031), KWC4 T'"	"AB254031"	717605
"'AB073202, Paenibacillus curdlanolyticus, Paenibacillus curdlanolyticus, (AB073202), DSM 10247 T'"	"AB073202"	717606
"'AB546198, Erwinia uzenensis, Erwinia uzenensis, (AB546198), YPPS951 T'"	"AB546198"	717607
"'AF126548, Thiomicrospira aerophila, Thiomicrospira aerophila, (AF126548), AL3 T'"	"AF126548"	717772
"'CP002776, Thiomicrospira cyclica, Thiomicrospira cyclica, (CP002776), ALM1 T'"	"CP002776"	717773
"'AF063027, Marinomonas mediterranea, Marinomonas mediterranea, (AF063027), MMB1; CECT 4803; ATCC 700492 T'"	"AF063027"	717774
"'AB546308, Agromyces iriomotensis, Agromyces iriomotensis, (AB546308), IY07-20 T'"	"AB546308"	717856
"'AB546310, Agromyces subtropicus, Agromyces subtropicus, (AB546310), IY07-56 T'"	"AB546310"	717859
"'FP929032, Alistipes shahii, Alistipes shahii, (FP929032), WAL 8301 T'"	"FP929032"	717959
"'GU434676, Peribacillus endoradicis, Peribacillus endoradicis, (GU434676), CCBAU 05776 T'"	"GU434676"	718002
"'GU391221, Litoribacillus peritrichatus, Litoribacillus peritrichatus, (GU391221), JYr12 T'"	"GU391221"	718191
"'GU391219, Litorilituus sediminis, Litorilituus sediminis, (GU391219), JYr2 T'"	"GU391219"	718192
"'GU391222, Ferrimonas sediminum, Ferrimonas sediminum, (GU391222), JYr13 T'"	"GU391222"	718193
"'LC571517, Nitrosopumilus zosterae, Nitrosopumilus zosterae, (LC571517), NM25 T'"	"LC571517"	718286
"'AB186359, Acetivibrio clariflavus, Acetivibrio clariflavus, (AB186359), EBR45 T'"	"AB186359"	720554
"'AB547124, Lysinibacillus composti, Lysinibacillus composti, (AB547124), NCCP-36 T'"	"AB547124"	720633
"'AB547126, Pseudonocardia spinosa, Pseudonocardia spinosa, (AB547126), JCM 3136 T'"	"AB547126"	721033
"'GU433448, Bradyrhizobium lablabi, Bradyrhizobium lablabi, (GU433448), CCBAU 23086 T'"	"GU433448"	722472
"'GU434268, Kribbella pittospori, Kribbella pittospori, (GU434268), PIP 158 T'"	"GU434268"	722689
"'GU434237, Promicromonospora callitridis, Promicromonospora callitridis, (GU434237), CAP94 T'"	"GU434237"	722702
"'GU434253, Promicromonospora endophytica, Promicromonospora endophytica, (GU434253), EUM 273 T'"	"GU434253"	722703
"'GU434243, Streptomyces albidus, Streptomyces albidus, (GU434243), CAP 215T'"	"GU434243"	722709
"'AB547401, Mycobacterium shigaense, Mycobacterium shigaense, (AB547401), UN-152 T'"	"AB547401"	722731
"'FN669139, Rhodovulum phaeolacus, Rhodovulum phaeolacus, (FN669139), JA580 T'"	"FN669139"	722732
"'AB547446, Dysgonomonas oryzarvi, Dysgonomonas oryzarvi, (AB547446), Dy73 T'"	"AB547446"	722737
"'GU564404, Mycobacterium algericum, Mycobacterium algericum, (GU564404), Bejaia T'"	"GU564404"	723879
"'GU452711, Natroniella sulfidigena, Natroniella sulfidigena, (GU452711), AHT3 T'"	"GU452711"	723921
"'GU441679, Glaciimonas immobilis, Glaciimonas immobilis, (GU441679), Cr9-30 T'"	"GU441679"	728004
"'GU441678, Devosia psychrophila, Devosia psychrophila, (GU441678), Cr7-05 T'"	"GU441678"	728005
"'FN669776, Flavobacterium oncorhynchi, Flavobacterium oncorhynchi, (FN669776), 631-08 T'"	"FN669776"	728056
"'FN673551, Pseudarthrobacter equi, Pseudarthrobacter equi, (FN673551), IMMIB L-1606 T'"	"FN673551"	728066
"'AB547912, Thermogemmatispora onikobensis, Thermogemmatispora onikobensis, (AB547912), ONI-1 T'"	"AB547912"	732234
"'AB547913, Thermogemmatispora foliorum, Thermogemmatispora foliorum, (AB547913), ONI-5 T'"	"AB547913"	732235
"'AB548215, Thalassospira povalilytica, Thalassospira povalilytica, (AB548215), Zumi 95 T'"	"AB548215"	732237
"'AB548216, Povalibacter uvarum, Povalibacter uvarum, (AB548216), ZUMI 37 T'"	"AB548216"	732238
"'FN673681, Neomicrococcus lactis, Neomicrococcus lactis, (FN673681), DW152 T'"	"FN673681"	732241
"'GU322907, Roseibium suaedae, Roseibium suaedae, (GU322907), YC6927 T'"	"GU322907"	735517
"'GU322908, Lederbergia graminis, Lederbergia graminis, (GU322908), YC6957 T'"	"GU322908"	735518
"'GU322905, Rhizobium halophytocola, Rhizobium halophytocola, (GU322905), YC6881 T'"	"GU322905"	735519
"'GU564236, Flavobacterium phragmitis, Flavobacterium phragmitis, (GU564236), BLN2 T'"	"GU564236"	739143
"'GU471247, Idiomarina xiamenensis, Idiomarina xiamenensis, (GU471247), 10-D-4 T'"	"GU471247"	740709
"'AB548308, Granulicella cerasi, Granulicella cerasi, (AB548308), Sakura1 T'"	"AB548308"	741063
"'FN674441, Chryseobacterium oncorhynchi, Chryseobacterium oncorhynchi, (FN674441), 701B-08 T'"	"FN674441"	741074
"'AB548616, Virgisporangium aliadipatigenens, Virgisporangium aliadipatigenens, (AB548616), IR20-55 T'"	"AB548616"	741659
"'FN675262, Phaeospirillum tilakii, Phaeospirillum tilakii, (FN675262), JA492 T'"	"FN675262"	741673
"'GU124597, Paenibacillus sacheonensis, Paenibacillus sacheonensis, (GU124597), SY01 T'"	"GU124597"	742054
"'GU477780, Fictibacillus nanhaiensis, Fictibacillus nanhaiensis, (GU477780), JSM 082006 T'"	"GU477780"	742169
"'AB600999, Alistipes indistinctus, Alistipes indistinctus, (AB600999), JCM 16068 T'"	"AB600999"	742725
"'AB490803, Bacteroides oleiciplenus, Bacteroides oleiciplenus, (AB490803), YIT 12058 T'"	"AB490803"	742727
"'AB601001, Collinsella tanakaei, Collinsella tanakaei, (AB601001), JCM 16071 T'"	"AB601001"	742742
"'AB370249, Dialister succinatiphilus, Dialister succinatiphilus, (AB370249), YIT 11850 T'"	"AB370249"	742743
"'ADLV01000001, Dysgonomonas gadei, Dysgonomonas gadei, (ADLV01000001), ATCC BAA-286 T'"	"ADLV01000001"	742766
"'AB548676, Dysgonomonas mossii, Dysgonomonas mossii, (AB548676), JCM 16699 T'"	"AB548676"	742767
"'ADMB01000074, Megamonas funiformis, Megamonas funiformis, (ADMB01000074), YIT 11815 T'"	"ADMB01000074"	742816
"'AB547648, Odoribacter laneus, Odoribacter laneus, (AB547648), JCM 16069 T'"	"AB547648"	742817
"'AB601000, Slackia piriformis, Slackia piriformis, (AB601000), JCM 16070 T'"	"AB601000"	742818
"'GU564360, Microbacterium oryzae, Microbacterium oryzae, (GU564360), MB10 T'"	"GU564360"	743009
"'CP001973, Spiroplasma eriocheiris, Spiroplasma eriocheiris, (CP001973), CCTCC M 207170 n[G] T'"	"CP001973"	743698
"'JQ955625, Xanthomonas dyei, Xanthomonas dyei, (JQ955625), ICMP 12167 T'"	"JQ955625"	743699
"'GU569894, Corallomonas stylophorae, Corallomonas stylophorae, (GU569894), KTSW-6 T'"	"GU569894"	743737
"'CP003021, Mycoplasma putrefaciens, Mycoplasma putrefaciens, (CP003021), KS1 T'"	"CP003021"	743965
"'CP007154, Mycoplasma bovoculi, Mycoplasma bovoculi, (CP007154), M165 T'"	"CP007154"	743966
"'U44771, Mycoplasma ovipneumoniae, Mycoplasma ovipneumoniae, (U44771), Y-98 T'"	"U44771"	743968
"'X62699, Mycoplasma flocculare, Mycoplasma flocculare, (X62699), Ms42 T'"	"X62699"	743971
"'AY362899, Actinobacillus suis, Actinobacillus suis, (AY362899), ATCC 33415 T'"	"AY362899"	743972
"'X68645, Taylorella equigenitalis, Taylorella equigenitalis, (X68645), NCTC 11184; N480/82; N610/88 T'"	"X68645"	743973
"'DQ153089, Moraxella bovoculi, Moraxella bovoculi, (DQ153089), 237 T'"	"DQ153089"	743974
"'GU584152, Thalassospira lohafexi, Thalassospira lohafexi, (GU584152), 139Z-12 T'"	"GU584152"	744227
"'GU591795, Sphaerotilus hippei, Sphaerotilus hippei, (GU591795), 566 T'"	"GU591795"	744406
"'GU575117, Pseudahrensia aquimaris, Pseudahrensia aquimaris, (GU575117), HDW-32 T'"	"GU575117"	744461
"'GU566699, Treponema rectale, Treponema rectale, (GU566699), CHPA T'"	"GU566699"	744512
"'GU566698, Treponema ruminis, Treponema ruminis, (GU566698), Ru1 T'"	"GU566698"	744515
"'EU580141, Gracilinema caldarium, Gracilinema caldarium, (EU580141), DSM 7334 T'"	"EU580141"	744872
"'GU584133, Carboxydocella manganica, Carboxydocella manganica, (GU584133), SLM61 T'"	"GU584133"	744873
"'GU645013, Brassicibacter mesophilus, Brassicibacter mesophilus, (GU645013), BM T'"	"GU645013"	745119
"'AJ233426, Rahnella aquatilis, Rahnella aquatilis, (AJ233426), DSM 4594 T'"	"AJ233426"	745277
"'AB550558, Primorskyibacter sedentarius, Primorskyibacter sedentarius, (AB550558), KMM 9018 T'"	"AB550558"	745311
"'GU459067, Pisciglobus halotolerans, Pisciglobus halotolerans, (GU459067), C01 T'"	"GU459067"	745365
"'GU459068, Micromonospora humi, Micromonospora humi, (GU459068), P0402 T'"	"GU459068"	745366
"'GU562446, Gemmiger formicilis, Gemmiger formicilis, (GU562446), ATCC 27749 T'"	"GU562446"	745368
"'GU562448, Acetoanaerobium noterae, Acetoanaerobium noterae, (GU562448), ATCC 35199 T'"	"GU562448"	745369
"'KX857214, Natrarchaeobaculum aegyptiacum, Natrarchaeobaculum aegyptiacum, (KX857214), JW T'"	"KX857214"	745377
"'JQ666155, Gallaecimonas xiamenensis, Gallaecimonas xiamenensis, (JQ666155), 3-C-1 T'"	"JQ666155"	745411
"'FN687912, Oceanibacterium hippocampi, Oceanibacterium hippocampi, (FN687912), BFLP-8 T'"	"FN687912"	745714
"'EU427464, Deinococcus gobiensis, Deinococcus gobiensis, (EU427464), I-0 T'"	"EU427464"	745776
"'GU583650, Bacillus alkalicola, Bacillus alkalicola, (GU583650), Zby6T'"	"GU583650"	745819
"'GU583651, Alkalicoccus daliensis, Alkalicoccus daliensis, (GU583651), DLS13 T'"	"GU583651"	745820
"'AF170749, Aequorivita sublithincola, Aequorivita sublithincola, (AF170749), QSSC9-3 T'"	"AF170749"	746697
"'GU187912, Tepidamorphus gemmatus, Tepidamorphus gemmatus, (GU187912), CB-27A T'"	"GU187912"	747076
"'GU721027, Delftia litopenaei, Delftia litopenaei, (GU721027), wsw-7 T'"	"GU721027"	747302
"'GU721026, Pseudorhodoferax aquiterrae, Pseudorhodoferax aquiterrae, (GU721026), NAFc-7 T'"	"GU721026"	747304
"'GU726750, Halomonas ramblicola, Halomonas ramblicola, (GU726750), RS-16 T'"	"GU726750"	747349
"'AB077817, Thermodesulfobium narugense, Thermodesulfobium narugense, (AB077817), Na82 T'"	"AB077817"	747365
"'FN689718, Paenibacillus chartarius, Paenibacillus chartarius, (FN689718), CCUG 55240 T'"	"FN689718"	747481
"'GQ456228, Adlercreutzia caecicola, Adlercreutzia caecicola, (GQ456228), NR06 T'"	"GQ456228"	747645
"'GQ456229, Streptococcus danieliae, Streptococcus danieliae, (GQ456229), ERD01G T'"	"GQ456229"	747656
"'ADNC01000027, Mycoplasma alligatoris, Mycoplasma alligatoris, (ADNC01000027), A21JP2 T'"	"ADNC01000027"	747682
"'FN690978, Thalassobacillus pellis, Thalassobacillus pellis, (FN690978), 18OM T'"	"FN690978"	748008
"'GU731671, Paraperlucidibaca baekdonensis, Paraperlucidibaca baekdonensis, (GU731671), RL-2 T'"	"GU731671"	748120
"'GU808562, Hymenobacter yonginensis, Hymenobacter yonginensis, (GU808562), HMD1010 T'"	"GU808562"	748197
"'X89074, Halobacteroides halobius, Halobacteroides halobius, (X89074), DSM 5150 T'"	"X89074"	748449
"'FR733688, Clostridium ljungdahlii, Clostridium ljungdahlii, (FR733688), DSM13528 T'"	"FR733688"	748727
"'AB552872, Brevifollis gellanilyticus, Brevifollis gellanilyticus, (AB552872), DC2c-G4 T'"	"AB552872"	748831
"'AB552861, Roseimicrobium gellanilyticum, Roseimicrobium gellanilyticum, (AB552861), DC2a-G7 T'"	"AB552861"	748857
"'GU784867, Arthrobacter cryoconiti, Arthrobacter cryoconiti, (GU784867), Cr6-08 T'"	"GU784867"	748907
"'GU784868, Alpinimonas psychrophila, Alpinimonas psychrophila, (GU784868), Cr8-25 T'"	"GU784868"	748908
"'GU784866, Nocardioides alpinus, Nocardioides alpinus, (GU784866), Cr7-14 T'"	"GU784866"	748909
"'CP002452, Nitratifractor salsuginis, Nitratifractor salsuginis, (CP002452), DSM 16511 T'"	"CP002452"	749222
"'ADUI01000302, Brevundimonas diminuta, Brevundimonas diminuta, (ADUI01000302), ATCC 11568 T'"	"ADUI01000302"	751586
"'KU523566, Bowmanella dokdonensis, Bowmanella dokdonensis, (KU523566), UDC354 T'"	"KU523566"	751969
"'HM031078, Iodobacter limnosediminis, Iodobacter limnosediminis, (HM031078), E1 T'"	"HM031078"	752139
"'GU937608, Occidentia massiliensis, Occidentia massiliensis, (GU937608), Os18 T'"	"GU937608"	752179
"'HM001269, Methylophilus glucosoxydans, Methylophilus glucosoxydans, (HM001269), B T'"	"HM001269"	752553
"'AJ006457, Prevotella bryantii, Prevotella bryantii, (AJ006457), B14 (DSM 11371) T'"	"AJ006457"	752555
"'GU908487, Pseudoxanthomonas putridarboris, Pseudoxanthomonas putridarboris, (GU908487), WD12 T'"	"GU908487"	752605
"'GU937385, Chungangia koreensis, Chungangia koreensis, (GU937385), CAU 9163 T'"	"GU937385"	752657
"'AB555562, Alkalibacterium subtropicum, Alkalibacterium subtropicum, (AB555562), O24-2 T'"	"AB555562"	753702
"'AY601516, Mesorhizobium australicum, Mesorhizobium australicum, (AY601516), WSM2073 T'"	"AY601516"	754035
"'AB557547, Aureicoccus marinus, Aureicoccus marinus, (AB557547), SG-18 T'"	"AB557547"	754435
"'FN796493, Photobacterium aphoticum, Photobacterium aphoticum, (FN796493), CECT 7614 T'"	"FN796493"	754436
"'CP003390, Methylophaga nitratireducenticrescens, Methylophaga nitratireducenticrescens, (CP003390), JAM1 T'"	"CP003390"	754476
"'CP003380, Methylophaga frappieri, Methylophaga frappieri, (CP003380), JAM7 T'"	"CP003380"	754477
"'CP017562, Paraburkholderia sprentiae, Paraburkholderia sprentiae, (CP017562), WSM5005 wT'"	"CP017562"	754502
"'GU905023, Mycoplasma miroungigenitalium, Mycoplasma miroungigenitalium, (GU905023), Mirounga ES2806-GENT'"	"GU905023"	754515
"'OK110563, Mycoplasma miroungirhinis, Mycoplasma miroungirhinis, (OK110563), ES2806-NAS /type_materialtype strain of Mycoplasma miroungirhinisT'"	"OK110563"	754516
"'GU905021, Mycoplasma phocoenae, Mycoplasma phocoenae, (GU905021), Phocoena C-264-GENT'"	"GU905021"	754517
"'JQ085246, Rhizobium leguminosarum, Rhizobium leguminosarum, (JQ085246), USDA 2370 T'"	"JQ085246"	754774
"'AB557596, Actinomadura apis, Actinomadura apis, (AB557596), IM17-1 T'"	"AB557596"	755139
"'GU937478, Methylobacillus gramineus, Methylobacillus gramineus, (GU937478), Lap T'"	"GU937478"	755169
"'GU937479, Methylobacillus arboreus, Methylobacillus arboreus, (GU937479), Iva T'"	"GU937479"	755170
"'GU938835, Peptoniphilus tyrrelliae, Peptoniphilus tyrrelliae, (GU938835), RMA 19911 T'"	"GU938835"	755171
"'GU938836, Peptoniphilus coxii, Peptoniphilus coxii, (GU938836), RMA 16757 T'"	"GU938836"	755172
"'GU944672, Shewanella seohaensis, Shewanella seohaensis, (GU944672), S7-3 T'"	"GU944672"	755175
"'GU951428, Haloarchaeobius litoreus, Haloarchaeobius litoreus, (GU951428), GX60 T'"	"GU951428"	755306
"'GU951431, Salinigranum rubrum, Salinigranum rubrum, (GU951431), GX10 T'"	"GU951431"	755307
"'GU951430, Halorubellus litoreus, Halorubellus litoreus, (GU951430), GX26 T'"	"GU951430"	755308
"'GU951429, Halorubellus salinus, Halorubellus salinus, (GU951429), GX3 T'"	"GU951429"	755309
"'AB935406, Halobellus litoreus, Halobellus litoreus, (AB935406), JCM 17118 T'"	"AB935406"	755310
"'JF421970, Natronoarchaeum rubrum, Natronoarchaeum rubrum, (JF421970), GX48 T'"	"JF421970"	755311
"'CP002542, Fluviicola taffensis, Fluviicola taffensis, (CP002542), DSM 16823 T'"	"CP002542"	755732
"'CP002546, Rubinisphaera brasiliensis, Rubinisphaera brasiliensis, (CP002546), DSM 5305 T'"	"CP002546"	756272
"'L28946, Desulfitobacterium dehalogenans, Desulfitobacterium dehalogenans, (L28946), JW/IU-DC1 T'"	"L28946"	756499
"'JQ608323, Acinetobacter indicus, Acinetobacter indicus, (JQ608323), 1NM-4 T'"	"JQ608323"	756892
"'AP013058, Caballeronia insecticola, Caballeronia insecticola, (AP013058), RPE64 n[G] T'"	"AP013058"	758793
"'GU997640, Mycobacterium litorale, Mycobacterium litorale, (GU997640), F4 T'"	"GU997640"	758802
"'GU997639, Nocardiopsis flavescens, Nocardiopsis flavescens, (GU997639), SA6 T'"	"GU997639"	758803
"'AJ744861, Aquiflexum balticum, Aquiflexum balticum, (AJ744861), BA160 T'"	"AJ744861"	758820
"'HM038000, Vampirovibrio chlorellavorus, Vampirovibrio chlorellavorus, (HM038000), ICPB 3707 T'"	"HM038000"	758823
"'HM038005, Rugamonas rubra, Rugamonas rubra, (HM038005), MOM 28/2/79 T'"	"HM038005"	758825
"'CP006694, Leptospira santarosai, Leptospira santarosai, (CP006694), LT 821 T'"	"CP006694"	758847
"'HM036655, Agromyces indicus, Agromyces indicus, (HM036655), NIO-1018 T'"	"HM036655"	758919
"'HM032897, Hymenobacter flocculans, Hymenobacter flocculans, (HM032897), A2-50A T'"	"HM032897"	759411
"'EU338490, Natranaerobius trueperi, Natranaerobius trueperi, (EU338490), JW/NM-WN-LU T'"	"EU338490"	759412
"'EU338489, Natronovirga wadinatrunensis, Natronovirga wadinatrunensis, (EU338489), JW/NM-WN-LH1 T'"	"EU338489"	759415
"'FN813250, Streptococcus rupicaprae, Streptococcus rupicaprae, (FN813250), 2777 -02 -07_ LTP [T] T'"	"FN813250"	759619
"'FN813251, Weissella ceti, Weissella ceti, (FN813251), 1119-1A-09 T'"	"FN813251"	759620
"'AB558495, Lysinibacillus pakistanensis, Lysinibacillus pakistanensis, (AB558495), NCCP-54 T'"	"AB558495"	759811
"'AB558498, Deinococcus citri, Deinococcus citri, (AB558498), NCCP-154 T'"	"AB558498"	759814
"'MH193004, Clostridium indicum, Clostridium indicum, (MH193004), PI-S10-A1B T'"	"MH193004"	759821
"'FN813512, Rhodopseudomonas harwoodiae, Rhodopseudomonas harwoodiae, (FN813512), JA531 T'"	"FN813512"	759839
"'GU994085, Sporosarcina newyorkensis, Sporosarcina newyorkensis, (GU994085), 6062 T'"	"GU994085"	759851
"'HM013811, Inhella fonticola, Inhella fonticola, (HM013811), TNR-25 T'"	"HM013811"	759929
"'CP002659, Sphaerochaeta coccoides, Sphaerochaeta coccoides, (CP002659), DSM 17374 T'"	"CP002659"	760011
"'HM047736, Phenylobacterium muchangponense, Phenylobacterium muchangponense, (HM047736), A8 T'"	"HM047736"	760012
"'FN814307, Massilia consociata, Massilia consociata, (FN814307), CCUG 58010 T'"	"FN814307"	760117
"'HM021726, Olivibacter oleidegradans, Olivibacter oleidegradans, (HM021726), TBF2/20.2 T'"	"HM021726"	760123
"'CP002606, Hippea maritima, Hippea maritima, (CP002606), DSM 10411 T'"	"CP002606"	760142
"'AF038843, Sulfurospirillum barnesii, Sulfurospirillum barnesii, (AF038843), SES-3 T'"	"AF038843"	760154
"'AJ784892, Haliscomenobacter hydrossis, Haliscomenobacter hydrossis, (AJ784892), DSM 1100 = ATCC 27775 T'"	"AJ784892"	760192
"'AB558581, Oligosphaera ethanolica, Oligosphaera ethanolica, (AB558581), 8KG-4 T'"	"AB558581"	760260
